text,category,scaled_impact
"SPECIFIC ELECTRICITY CONSUMPTION SANTEJ UNIT NARODA UNIT 1.95 1.56 1.26 1.15 1.79 1.77 2013-14 2014-15 2015-16 2013-14 2014-15 7 2015-16 Note: Two spinning units were closed at Naroda during FY 15-16; resulting in reduced specific energy consumption. EMISSIONS The apparel industry accounts for 10% of global carbon emissions. As an integral part of this industry, we assume our responsibility towards restricting emissions by enhancing the energy efficiency of our processes as well as investing in low-carbon technologies. The nature of our operations is such that we only produce carbon dioxide. Over the years, a focused drive to improve the efficiencies of our operations has resulted in managing emissions to a significant extent. A case in point is the downward trend in the specific GHG emissions witnessed by our Santej and Naroda units. TOTAL GHG EMISSIONS (DIRECT & INDIRECT) in TCO2 UNIT-WISE GHG EMISSIONS (DIRECT & INDIRECT) in TCO2 *The data for Industrial textile unit includes only indirect emissions The apparel industry accounts for 10% 0 OF GLOBAL CARBON EMISSIONS 863,543 856,712 730,064 2013-14 2014-15 2015-16 72 ",Energy Management,1.0345866757832975
"in kg CO2/meter production SPECIFIC GHG EMISSIONS SANTEJ UNIT NARODA UNIT 3.08 2013-14 3.26 2014-15 3.18 2015-16 2.25 2013-14 2.27 2014-15 2.20 2015-16 Downward trend witnessed in the specific GHG emission in FY 2015-16. CONSERVATION 639 Â·TOYOTA O When it comes to energy conservation, every watt counts. Our teams, across units, remain on a vigil to continuously improve the processes and ferret out alternatives in order to use less energy per unit of produce. Our conservation efforts span both thermal and electrical energy. Over and above enthusing our employees to continuously conserve, we also enhance the energy conservation awareness of our vendors through trainings, workshops and seminars. This empowers us to conserve beyond our sphere of operations and thereby contribute to the climate narrative on a larger scale. 73 ",Energy Management,1.0323841340109885
"BENGALURU UNIT Skylights have effectively reduced the need for artificial lighting resulting in energy savings of 570kWh per day. At Bengaluru, daylight harvesting system resulted in 90% power saving INITIATIVES TURNING INCINERATORS INTO HEAT HARNESSERS - SANTEJ UNIT Heat recovery is an established approach to harness the power of steam, a key energy source in textile operations. Incinerators are great tools not just to manage waste, but also to generate thermal energy. Building on this approach, we installed heat exchangers in steam boiler nearby the incineration system for generating steam. With a capacity worth 2,000 litre/hour at a 70â rise temperature, the exchangers will further add to the heat recovery strength of Arvind. Total capital cost of this intervention is INR 12 Lac, and the energy returned on the investment is 400 kg of coal saved per day. HARNESSING THE POWER OF NATURE SANTEJ, NARODA & BENGALURU UNITS Mother nature offers resources aplenty. The trick is to leverage them effectively. At Arvind, we seek to harness the power of sun, in the most natural and productive manner. Some of our units, wherever feasible, have incorporated skylights to let the nature light in and brighten the spaces. This has effectively reduced the need for artificial lighting resulting in energy savings of 570 kWh per day. In order to minimise the usage of artificial lights in the washing area of our Bengaluru unit, we installed a daylight harvesting system comprising light tubes and skylights. This has resulted in around 90% power saving. Between April 2014 and April 2016, the unit reported power savings of more than 60,400 kwh. 76 ",Energy Management,1.0246479749351434
"Water is an important resource in textile production. The textile Industry ranks among the top ten water consuming industries, and natural fibre processing has a larger water footprint than artificial fibres. WE UNDERSTAND THAT WATER IS NOT SOMETHING THAT CAN BE COMPLETELY SUBSTITUTED IN THE MANUFACTURING PROCESS IN THE FORESEEABLE FUTURE, BUT IT CAN BE CONSUMED MORE JUDICIOUSLY AND RESPONSIBLY. To optimise our water footprint, we have adopted Efficient treatment & recycling mechanisms Well-thought-out conservation projects Smarter monitoring Identification and plugging of leaks in pipes as well as processes WASCATOR 1 79 WASCATOR 2 17.42% DECREASE IN FRESHWATER CONSUMPTION AT NARODA 100% PROCESS WATER REQUIREMENT SOURCED THROUGH TREATED MUNICIPAL WASTEWATER AT BENGALURU 3 10.88 mn m TOTAL WATER TREATED & REUSED IN THE PROCESS DURING THE REPORTING PERIOD 6.5 litre/kg of knit fabric WATER SAVED AT SANTEJ THROUGH ONE-BATH BIOPOLISHING & DYEING 800 kl/day COMMUNITY SEWAGE WATER TREATED AND RECYCLED AT ANKUR TEXTILES ",Water Use & Management,1.0261364003517668
"CONSUMPTION Our production volume grew across both woven and denim segments during the reporting period of FY 2014-15 and FY 2015-16. But through a combination of conservation, recycling and process innovations, we ensured that our freshwater consumption didn't increase at a commensurable rate. TOTAL FRESHWATER CONSUMPTION in '000 m3 ** Arvind Intex and Arvind Cotspin have only domestic water usage 6,147 2013-14 6,783 2014-15 6,200 2015-16 At Santej, although production volumes increased during reporting period, the total freshwater consumption did not cross FY 2013-14 levels. Thus, the Santej Unit has been able to produce more using less water. IN FY 2015-16, THE NARODA UNIT ALSO DECREASED ITS FRESHWATER CONSUMPTION 17.42% AS A RESULT OF SUSTAINED WATER CONSERVATION DRIVES. The Bengaluru unit, despite a slight increase in consumption over the reporting period, continues to remain a low water consuming unit due to various efficiency measures being undertaken every year. A large proportion of this water is the treated wastewater sourced from the municipal sewage treatment plant. SPECIFIC WATER CONSUMPTION In litre of water consumed/meter of production The Santej unit has been able to produce MORE USING LESS WATER 80 ",Water Use & Management,1.0291245119061794
"EFFLUENT MANAGEMENT Over the years due to persistent efforts and newer initiatives, we have achieved a consistent rise in the recycling and reuse of wastewater in various processes across our plants. Our Santej Plant has been a ZERO Liquid Discharge plant since inception in 1998. TOTAL WATER TREATED & REUSED IN PROCESS in '000 m3 THE SANTEJ UNIT RECORDED AN 8% YOY INCREASE IN USE OF RECYCLED WATER DURING THE FY 2014-15 AND 10% DURING FY 2015-16. TOTAL WATER TREATED & DISCHARGED in '000 m3 *Excludes the Electronic City unit as at this unit all the wastewater is treated and reused in process, flushing & gardening THE NARODA UNIT SAW A 4% INCREASE IN WATER DISCHARGED DURING THE YEAR 2014-15, FOLLOWED BY A MARGINAL REDUCTION IN FY 2015-16. 81 4,771 2013-14 3,578 2013-14 5,205 2014-15 3,572 2014-15 5,682 2015-16 3,544 2015-16 ",Water Use & Management,1.025702572197711
"WATER MANAGEMENT & CONSERVATION INITIATIVES SANTEJ UNIT Our Santej unit is equipped with a Wastewater Treatment Plant which recycles up to 98% of our effluent. Thus, the net withdrawal of the water from bore wells is limited to evaporation and consumption losses. But there is always room for improvement. If we cannot enhance the quantum of water conserved, we can conserve the amount of energy used to conserve this water. Thus, during the reporting period, we introduced technologies and process that make water conservation more energy-efficient. INITIATIVE ELECTRO OXIDATION PROCESS To enhance energy efficiency and reduce sludge generation, Electro Chemical Oxidation was introduced as a pilot project in the ETP at Santej. In this process, the pollutants are broken down through oxidation at the anode and are transformed into non-toxic substances. Thereby, the effluent's COD (Chemical Oxygen Demand) is reduced substantially. This technology is simple, eco- friendly, energy-efficient and has low maintenance cost. The treated wastewater can be then effectively reused for dyeing application. Plans are afoot to scale up the process in future. ONE BATH BIO-POLISHING AND DYEING Bio-polishing is a finishing process that enhances fabric quality by decreasing the pilling tendency and fuzziness of (cellulose) knitted fabrics. In the regular process, the fabric undergoes a number of baths like pre-treatment, dyeing and bio-polishing. Thereafter it goes for finishing and is finally packed. Each bath consumes substantial quantities of water. We have devised and incorporated a sustainable process where bio-polishing and dyeing happen in the same bath saving water, steam, energy and time. Single bath bio-polishing and dyeing is carried out for almost 95% of piece dyed fabrics. WE HAVE ESTIMATED THAT THIS PROCESS SAVES ABOUT 6.5 LITRE OF WATER PER KG OF KNIT FABRIC PROCESSED AND 21 TONNES OF STEAM PER MONTH. 83 T A W M P T N N WATER CONSUMPTION AT SANTEJ UNIT HAS BEEN REDUCED BY ENHANCING THE UTILISATION OF MACHINE EFFICIENCY AND THROUGH A COMBINATION OF STEPS SUCH AS: Creating awareness about draining and flushing during changeover from dark shade to light shade, such that unnecessary flushing doesn't happen Each machine operator has been trained to optimise utilisation of water; this training and behavioural change has helped us save around 3 300-400 m of water per day In sanforiser, the water required to cool the blanket is now being collected in trough and is reused in the process; resulting in savings of 3 150 m water per day",Water Use & Management,1.0190671169139551
"NARODA UNIT The Naroda unit is our oldest, and continues to remain one of the most important in terms of productivity. During the reporting period, a number of water conservation initiatives and equipment upgrades were commissioned at the unit. INITIATIVES ALFA 26 A The water recycling and reuse initiative at the rope dyeing machine results in savings of approximately 21,600 m3/annum 28 RECYCLING OF WATER IN THE ROPE DYEING MACHINE Water in the pre-wash zone was being drained after usage leading to inefficiency in water usage and leaving a room for improvement. It was observed that the water being drained is still of usable quality and can be used in-situ before finally being discharge. We modified the machine to recycle and reuse this water to the last wash tank resulting in savings of approximately 21,600 m3/annum. 84 ",Water Use & Management,1.021255200560599
"BENGALURU UNIT When it was commissioned in 2005, the Mysore Road Garmenting Unit at Bengaluru was the first such unit in the area to use 100% treated water sourced from the local municipality through a specially built pipeline. Even today, no groundwater is used at this unit. Yet, the scope for rationalising consumption always remains. During the reporting period, following technologies and processes were introduced to conserve water INITIATIVES E-SOFT NANOBUBBLE TECHNOLOGY OZONE In a conventional softening process, textile products go through a washer containing water and chemicals before being spin dried and tumble dried. Each cycle consumes a huge quantity of water. Keeping in mind our need to rationalise water consumption, we have introduced 'e-Soft technology' at our Bengaluru unit. This ensures 98% water savings, 80% chemical savings and 79% energy savings. e-Soft is based on nanobubble technology which not just negates the need for a separate bath, it also makes spin drying unnecessary and minimises the tumbler drying cycle. 85 e-Soft technology ensures 98% water savings 80% 0 chemical savings and 79% energy savings ",Water Use & Management,1.0206086568211157
"POLICIES & PRACTICES A robust system of policies and practices towards managing chemicals has been put in place to ensure most effective means to controlling hazards and mitigating risks. CHEMICAL MANAGEMENT POLICY Our Chemical Management Policy (CMP) is updated on an annual basis in line with product Restricted Substances List (RSL) and Manufacturing Restricted Substances List (MRSL) requirements. The CMPv2, updated in August 2015, propagates good practices in below areas: Â· Processes and guidelines on chemical purchase, usage, storage and disposal Â· Assessment of chemical hazard to environment and human health Â· Chemical Safety Management Â· Transparency on chemical use - from purchase to disposal Â· Practice of best available technologies The policy is shaped by three factors: External - Brand requirement of customer organisations Internal - Management focus on EHS. This includes adherence to ZDHC roadmap of ensuring zero discharge of hazardous chemicals by the year 2020, Higg Index 2.0, Sustainable Apparel Coalition and worker safety Regulatory - Certifications like GOTS, OEKO-TEX and REACH TEXTILE ILE STANDARD REACH Higg Index O Sustainable Apparel Coalition GLOBAL ORGANI CONFIDENCE IN TEXTILES Tested for harmful substances according to Oeko-TexÂ® Standard 100 Institute GOTS COMPLIANCE CHEMICAL PURCHASE POLICY We continue to be committed towards eliminating the 11 chemical groups of priority substances from our processes. While we have put in place practices to restrict the use of these substances at our operations, we are well aware that they may be present in the chemicals we procure from our suppliers. We have hence instituted a Chemical Purchase Policy to screen our supply chain. We ensure that all chemicals used, have below documents in system: Â· Material Safety Data Sheet / Technical Data Sheets (TDS) Â· Technical Data Sheet / Technical information Â· GOTS / Non-GMO certificate, wherever applicable . REACH SVHC candidate list Â· ZDHC MRSL compliance declaration Â· Certificate of Analysis (COA) Â· Product Information LOG (PIL) covering BOD / COD / EC50 / IC50 / Bio-degradability / GHS classification of chemical Â· Declaration of RSL on fabric Â· Declaration of RSL and MRSL component in chemical / dye SCREENING FOR HAZARD EEN SCRE GRE F OR MICA AFER THE With an objective to evaluate chemicals from a hazard perspective, 'GreenScreen for Safer Chemicals' was adopted for the 'Denim Laundry Operations' in FY 2015-16. GreenScreen provides a structured approach to evaluate a comprehensive set of 18 human and environmental health and safety end points, as related to chemical substances. We plan to expand the scope of GreenScreen in coming years. HAZARD ENDPOINTS Environmental Fate Persistence | Bioaccumulation Environmental Health Acute Aquatic Toxicity Chronic Aquatic Toxicity Carcinogenicity | Mutagenicity & Genotoxicity | Reproductive Toxicity | Developmental Toxicity Endocrine Activity Human Health Group 1 Acute Mammalian Toxicity Systemic Toxicity & Organ Effects Neurotoxicity | Sensitization Respiratory Sensitization Skin Irritation | Eye Irritation Human Health Group 2 Reactivity | Flammability In order to enhance the ease of access and in a move to reduce paper usage, we have started receiving Certificates of Analysis in soft copy. All HODs have access to these COAs.",Chemical Risks and Management,1.0429213562465374
"SPILL MANAGEMENT POLICY Unplanned or uncontrolled release of hazardous chemical is an occupational hazard that is, unfortunately, a possibility in any industry that involves chemical. But like all accidents, its probability can be minimised. Even in case of an untoward occurrence, the extent of damage can well be contained if SOPs are in place. Our Spill Management Policy is aimed to ensure cautious management of hazardous material spills. The policy is applicable to all departments, employees, contractors, and visitors. In addition to giving a comprehensive SOP to deal with major and minor spills, the policy also elucidates the dos and don'ts to handle spills of special chemicals like organic material, alkali and acids. INITIATIVES INDIGENISED SPILL KITS AUTO DOSING FOR MORE SAFETY AND QUALITY > LAWER DYEMATIC SPILL CONT 'SAND SPILL CONTR SAWDUST All departments handling hazardous chemical are equipped with spill kits. The challenge that we usually face in procuring these spill kits is that the replacement of the kits is both time consuming and costly, because good quality, industrial grade spill kits are usually imported. To find a way around this, we have indigenised one of the most critical and most used components of the spill kit known as 'barrier'. Designed to perfection, the effectiveness of these indigenised barriers is at par with the commercial ones. This innovation is helping us to curtail the cost of the kit per department, and most importantly, it is eliminating the possibility of running out of access to the spill kit. It is our conscious endeavour to ensure safety and control over the chemicals and dyes which are an indispensable part of our manufacturing processes. Our Woven & Knits Unit at Santej involves high levels of chemical consumption. Previously, these chemicals had to be manually sorted, mixed as per the required recipe and loaded onto machines for further processing. This manual intervention had the potential to cause both health hazards as well as human errors. In order to protect our workers and to ensure the consistency across production batches, we introduced SCADA-based auto dosing system. Auto dosing dispenses both solid and liquid chemicals and dyes in accurate quantities at pre-determined intervals - thereby lending speed and efficiency to bulk production. As a result of this intervention, our Santej Unit now has: Â· Steady reduction in the direct human exposure to hazardous chemicals and dyes; ensuring better employee health and safety Â· Increased precision in accuracy and quantity; leading to better quality and minimum wastage Â· Complete traceability of order history Due to the measurable benefits of the auto dosing system, we are in the process of incorporating it at our Bengaluru unit also.",Environmental Accidents & Remediation,1.0331976914398056
"RESPONSIBLE PRODUCTION Being a manufacturer, production efficiency is vital for both - customer satisfaction plus environment stewardship. To harmonise both these goals, we employ the best of talent and the latest in technology, so that we can ramp-up production without a commensurate increase in our consumption footprint. Year after year, we have sharpened our production efficiency by introducing new equipment and updating existing machinery. Staying ahead on the technology curve helps us enhance the quality of finished products, reduce consumption of water and energy as well as optimise the utilisation of dyes and other chemicals. It also helps us stand true to our goal of being an innovation-driven textile major. Major technology introductions and upgradations done during the reporting period: New-age washing machine, dryer (Yilmak), 3D machine (Metod), brushing dummy (Fabcare) and curing ovens (Mectek) added to the Arvind Denim Lab. These technologies help us implement our Co-Creation strategy more effectively. Dual Core spinning technology upgraded with more scientific controls. This enhances our capability to produce superior, high-quality performance yarns; thereby strengthening our portfolio. Introduction of Next-generation Stable Foam Coating technology. New warping machine with upgraded technology and higher capacity added in the Warping and Dyeing area. These machines perform better plus have lesser down-time; which in turn reduces our turnaround time. We can now offer textile solutions for rapidly growing sectors like general industrial manufacturing, infrastructure, transport, energy and personnel protection. Introducing new equipment and updating the existing machinery helps us stand true to our goal of being a technology and innovation-driven textile major. A new sanforizing machine (Monforts) with double rubber cylinder installed. It processes fabric at twice the speed; resulting in faster production.","Research, Development & Innovation",1.0363818861311203
"REPORTING SCOPE NURTURE TALENT Re EMPOWER PEOPLE TO POWER PURPOSE BUILD LEADERS ?Ú?ÎÜ?Ê OUTSMART LEGACY SUSTAIN LEADERSHIP THE BEST INVESTMENTS FAR ETHICALLY ESTRIBUTE EQUITABLY 9 INVEST AGGRESSIVELY INSTITUTIONALISE INTERVENTIONS PROGRAMMES CO-CREATE THE FUNDAMENTALLY RIGHT MANIFESTO INNOVATE GO GREENO TO CONSERVE GROW CLEAN ACCOUNTABILITY RET SEED AGRI-ECONOMIES CO ITY . FXHITS QUALITY OF LE'S PRODUCTIVITY THE ENERGY M SEED CHANGE SAVES IS EARNED ADDRESS CRITICALITY BECOMES ON VALUE ZERO WASTAGE WINNING CHEMISTRIES CULTIVATE WITH CUSTOMERS FUNDAMENTA RIGHT ArVIND SUSTAINABILITY This second sustainability report of Arvind Ltd. builds on the maiden report and further elucidates our economic, social and environmental performance to an array of stakeholders. It continues to be in line with our approach to sustainability - that of being fundamentally right by focusing on our core inputs, and has been prepared through a stakeholder engagement process. We have adopted the reporting parameters suggested by the Global Reporting Initiative (GRI) and thus, this report is in accordance with the G4 CORE guidelines. The GRI content index table at the end of this report shows the definition of each reported disclosure element as well as its location within the report. REPORTING BOUNDARY THIS REPORT IS IN ACCORDANCE WITH THE G4 CORE GUIDELINES The performance disclosures contained in this report pertain to the period between April 01, 2014 and March 31, 2016. We are determined to report our triple bottom line performance on a regular basis. I. Naroda (Denims business) For all profile disclosures, economic performance and employee indicators: Arvind Limited. Environmental performance data is limited to major manufacturing operations at: II. Santej (Woven and Knits business) III. Bengaluru (Bommasandra, Electronic City & Mysore Road, collectively reported as Garments Export Division) IV. Kolhapur (Arvind Cotspin) V. Ahmedabad (Ankur Textiles) VI. Ahmedabad (Arvind Intex) The community section of the report describes the corporate social responsibility (CSR) activities carried by the Strategic Help Alliance for Relief to Distressed Areas (SHARDA) Trust under the aegis of our newly constituted Arvind Foundation. No other entities, such as subsidiaries, associates, joint ventures, vendors etc. are within the reporting boundary. Your valuable inputs will help us gauge the efficacy of the present report and make future reports more engaging and informative. Please send your feedback to: sustainability@arvind.",Communication & Engagement,1.0309919495107935
"HIGG INDEX 2.0 The Higg Index 2.0, developed by the Sustainable Apparel Coalition (SAC), is a set of indicator-based assessment tools that asks practice-based, qualitative questions to gauge environmental sustainability performance and drive behaviour for improvement across three modules: Facility, Brand, and Product. As a member of the SAC, we have adopted the Facility module of Higg Index and have assessed our major manufacturing units on their environmental parameters. The units are scored across material areas like environmental management system, energy & GHG, water use, wastewater, air emission, waste management and chemical management. *The Bommasandra and Electronic City units started adopting the Higg Index in 2015 Enhancing Performance We aim to enhance our current scores by: · Pursuing long-term targets on environmental strategy · Working with suppliers on environmental impacts · Substituting groundwater with STP water · Improving the chemical management system Higg Index Deciphering the Scores",GHG Emissions & Air Pollution,1.044497248102821
"THE RIGHT RAW MATERIAL Cotton continues to remain the fabric of choice for consumers and is thus the most important raw material for us. Since 2007, Arvind Agribusiness has been driving the cause of sustainable agriculture. As an implementer of the Better Cotton Initiative (BCI) project and an early proponent of organic farming in India, Arvind Agribusiness is currently working with over 4,000 cotton farmers to enhance their farm productivity while reducing financial risks. For more details about the sustainable sourcing of cotton,",Environmental Impact of Cotton and Other Fibres,1.0682480840531803
"INITIATIVE SUSTAINABLE YARN DYEING PROCESS A typical yarn dyeing process comprises a number of stages with mercerization being one of them. This stage consumes a sizable quantum of water, steam and power. We have introduced a sustainable process of natural finish in yarn dyeing where not only the mercerization stage gets eliminated, but also the bleaching and dyeing steps. NATURAL FINISH | REGULAR PROCESS YARN DYED FABRIC SINGE DESIZE MERCERISATION NATURAL FINISH | SUSTAINABLE PROCESS YARN DYED & SCOURED FABRIC SINGE DESIZE FINISHING FINISHING We have also introduced yarn combinations; one where dyeing is eliminated for 25% yarn portion (75% yarn dyed & 25% scoured yarn in fabric), and the other where dyeing is eliminated for 35% yarn portion [65% yarn dyed & 35% scoured yarn in fabric). Through sustainable yarn finishing, following environmental benefits that have been realized. Note: Yarn Combination (1), where dyeing is eliminated for 25% yarn portion | Yarn Combination (2), where dyeing is eliminated for 35% yarn portion Additionally, in the sustainable process route, bleaching and dyeing steps have also been eliminated; resulting in water savings of 18 litre per kg of yarn processed and energy savings of 5 kg of steam per kg of yarn processed.",Water Use & Management,1.014122276173717
"Validation of Neo-Dyeing Technology's Sustainability Potential During the reporting period, PE International conducted an environmental Life Cycle Assessment (LCA) of Neo-dyeing and conventional dyeing. The methods used were in congruence with ISO 14040:2006 and ISO 14044:2006. Based on the study results, it has been quantified that the Neo-Dyeing (Pre-Dyed Fabric) has 5.31% lesser acidification potential 14.75% lesser eutrophication 0.19% lesser global warming potential 4.18% lesser human toxicity potential 7.90% lesser primary energy demand 21.59% lesser freshwater consumption as per the CML 2001 Impact Assessment method. In addition, our green portfolio offers versatile fabrics like: Scafé Denim Made from recycled coffee grounds Linen Denim One of the few fabrics that remain strong even when wet Excel Denim Made from choicest selection of wood pulp, a natural and renewable resource Advanced Denim Manufactured using a ground-breaking technology that reduces water and energy consumption by up to 92% and 30% respectively INITIATIVE POST-CONSUMER WASTE RECYCLING With fast fashion speeding up trends and shortening seasons, clothing is getting dated sooner than later and pressure on landfills is increasing by the hour. Extracting fibre from these discarded garments helps reduce the load on landfills and eases demand on natural resources. At Arvind, we use both types of post-consumer recycled fibres - natural and synthetic. Recycling is undertaken as per Global Recycling Standard (GRS) guidelines. Cotton fibres extracted from post-consumer waste are used in ring spinning to make sustainable denim. We also source recycled waste that is certified by Control Union.",Product Environmental Footprint,1.0266329356763075
"Partnering through Co-Creation There is a great need in the industry today for large and experienced textile manufacturers like us to expand our role and assist in design and development. This results in a win-win situation - the customer frees up bandwidth for marketing, positioning and retailing; while we get to engage with the customer at a deeper level and forge stronger long-term partnerships. ARVIND IS SPEARHEADING THE STRATEGY OF CO-CREATION. Our Co-Creation strategy can be divided into three distinct but equally important phases: Co-Construct This involves finalising the most appropriate fabric for a specific requirement. This can be either done using our technical design services for fabric development or by delving into our vast library of available fabrics. Co-Wash Once the correct fabric has been identified, our garment experts employ different wash treatments to enhance and customise the feel and look of the fabrics. Our advanced wash lab at Naroda is equipped with state-of-the-art machinery, capable of high-end wash output through both - dry and wet processes. Co-Design Now that the fabric as well as the look and feel have been decided, our garment and fashion experts collaborate with the customer's design teams and create design options keeping in mind the prevalent fashion trends. Our master craftsmen then give form and silhouettes to the prototype of each design option. Co-creation has enhanced our understanding of markets and domain expertise and shall propel us as a preferred partner for more global customers, in the years to come. SUSTAINABLE PRODUCT PORTFOLIO Arvind has a rich history of responding with products that cater to the need of the hour. With an urgent global need to combat environmental impacts and the rising demand for green fabrics, Arvind has developed a wide and diverse sustainable product portfolio. NEO-DENIM Neo Denim is produced using sustainable Neo-dyeing technology which is a closed-loop dye inject technology in Nitrogen environment. Sustainable characteristics of Neo Denim: The Neo Technology can also be used to apply sulphur dye which imparts deep dark saturated shades that make the fabric very versatile.","Research, Development & Innovation",1.024888065451356
"PRODUCT RESPONSIBILITY Instead of every season, today, fashion changes every month. Consumers are buying more clothes than ever before. Prices are travelling south. And demand is zooming north. Production ramp-ups to fulfil this demand entails two costs - the stated price on the tag, and the unstated natural cost borne by the environmental resources. Sustainable fabrics are the need of the hour. Fabrics that satisfy the current demand; while ensuring ample resources for tomorrow AT ARVIND, WE ARE GEARED NOT ONLY TO CATER TO THE INCREASING DEMANDS OF GARMENT MANUFACTURERS AND CONSUMERS, BUT ALSO TO THE ENVIRONMENTAL AND SOCIETAL DEMANDS OF ETHICAL PRODUCTION AND COMMUNITY DEVELOPMENT. Our product portfolio gives our customers an array of options to enhance the sustainability quotient of their offerings. It is an outcome of the diligent choices we make in selection of the right raw material, and adoption of production processes that consume natural resources judiciously. CO-CREATION STRATEGY HELPS US FORGE LONG-TERM MUTUALLY ENRICHING PARTNERSHIPS WITH OUR CUSTOMERS CELLULOSE FIBRE BLENDS ARE NOT ONLY ENVIRONMENT-FRIENDLY BUT ALSO CONSUMER-FRIENDLY NEO-DYEING TECHNOLOGY HELPS REDUCE OUR ENVIRONMENTAL FOOTPRINT 7.9% LESS ENERGY 21.59% LESS FRESHWATER CONSUMPTION POST-CONSUMER RECYCLED FIBRES ARE REUSED IN RING SPINNING TO MAKE SUSTAINABLE DENIM",Product Quality & Safety,1.0325310056358055
"WASTE REDUCTION INITIATIVES AT SANTEJ UNIT REDUCTION IN HARD WASTE REDUCING WASTE THROUGH AUTOMATION To minimise the manual errors during packaging, we have introduced automated packing machine that can be programmed and monitored through microprocessor interface. This machine works on the functions like auto rolling, cutting, sampling, labelling & palletizing. In addition to eliminating manual errors in marking or weightage, it also saves on the packing time. The hard waste generation in textile industry occurs after the spinning process. Hence, this waste not only contains valuable raw material but has also been processed using valuable resources. It is our continuing endeavour to minimise the generation of hard waste at our facilities. · Introduced the use of non-woven filters based spring packages instead of PP packaging · In the past, soft winding was performed on weight basis. The process has been changed to length basis; resulting in decreased warping waste · In selvedge cutting, the edge trimmers have been optimised with adjusted cutter positions. This resulted in reduction of waste amounting to 1,000 kg/month · Previously, roll identification mark was mentioned horizontally on each roll. This marking is now being mentioned vertically, thereby preventing around 10 cm of fabric width from being cut. Considering an average roll length of 165 m at shirting unit, this translates into fabric savings of 165,000 sq.cm. per roll GOING PFC-FREE IN WATER-REPELLENT FINISHES Since many decades, perfluorochemicals (PFCs) have been used in water-repellent finishes and in waterproof membranes in outdoor apparel. The two most commonly used compounds are perfluorooctane sulfonate (PFOS) and perfluorooctanoic acid (PFOA). PFOS is a persistent, bio-accumulative and toxic to mammalian species. Our PFC-free finish is the sustainable water repellent finish where usage of PFOA and PFOS is eliminated. In comparison with C6 & C8 chemistry, PFC-free products have very soft handle and good abrasion resistance. Their washing durability is also high with excellent low temperature curing. This ensures that PFC is not released to environment and thus would eliminate the health risk to human beings and animal species. EASY WASH Easy Wash is a revolutionary innovation that allows removal of everyday stains with just a dab of water. Offering a unique blend of fashion and technology, every Easy Wash shirt combines the best of liquid repellence and stain release functions on the finest fabric. Chemicals used for Easy Wash have excellent water repelling characteristics, are durable to laundering and give comfort to wear. The Easy Wash fabric helps to reduce the impacts at consumer end by enhancing the life of fabric as well as reducing need to wash garments with detergents frequently.",Waste Management & Effluents,1.0251866365967879
"NO-STONE WASHING AT BENGALURU UNIT Stone washing is used to give a newly manufactured garment a worn-in (or worn-out) appearance. During the stone washing process, pumice stones work like sandpaper to abrade the denims, removing some of the dye particles and enhancing their worn, faded look. This process also makes the denim softer and more flexible. Along with its benefits, stone washing also poses sustainability challanges. After the stone washing process, the denim is required to be washed several times in order to completely get rid of the grit. This washing process includes chemicals like Anti Back Stain (ABS), enzymes and detergents. Over and above increasing chemical and water consumption, stone washing also enhances carbon footprint, as the stones need to be imported from places like Turkey, Indonesia and Greece. In order to address these challenges, we have innovated and created a No-Stone System. No-Stone System 33% lesser water consumption We have replaced the pumice stone with an abrasive drum coating, fastened to the internal drum of the washing machine which can create a number of finishes through flexible abrasion adjustments. Conventional Pumice Stone Washing System Innovative No-Stone Washing System COMPARATIVE STUDY BETWEEN TRADITIONAL STONE WASH AND THE NO-STONE SYSTEM",Waste Management & Effluents,1.0312546254181645
"At our Bengaluru unit, grit generated during stone washing is upcyled and used to manufacture bricks. During FY 14-15 and 15-16, we manufactured 34,600 bricks. Each brick utilises 1.7 kg of waste pumice stone powder; hence we utilised approx. 58,820 kg of waste powder in manufacturing these bricks. In Ton WASTE MANAGEMENT 142.7 86.3 2014-15 2015-16 323.82 281.48 225.53 2013-14 2014-15 2015-16 As a responsible corporate, it has been our constant endeavour to be an asset to the society and not a liability. Instrumental to this, has been the focus we have maintained on measuring, assessing and minimising our waste creation and disposal. INITIATIVE SALT RECOVERY THROUGH ZERO LIQUID DISCHARGE Our Santej unit is a Zero Liquid Discharge (ZLD) unit. In 1998, the unit invested in ZLD technology to set up an Effluent Treatment Plant (ETP) with a capacity to treat 17,500 cubic meter of textile effluent per day. In FY 2014, we installed Mechanical Vapour Recompression Evaporation (MVRE) plants in the effluent recycling system for low cost evaporation and recovery of salts dissolved in the effluents. This has enabled us to recover water as well as mixed salt. This recovered salt has substituted glauber salt and vacuum salt used in the dyeing of yarn and fabric. In FY 15-16, 1,232.14 metric tonne of salt was recovered from the wastewater treatment system and was reused in the process.",Waste Management & Effluents,1.0261489351097492
